loan_sequence_number,current_delinquency_status,current_int_rate,actual_loss,credit_score,first_time_homebuyer_flag,original_upb,original_cltv,original_dti_ratio,original_int_rate,property_state,predicted_loss
F09Q30124666,0,5.375,0.0,680,Y,164000,80,42,5.375,NJ,-6031.402043593692
F09Q20291242,0,4.375,0.0,803,N,125000,30,53,4.375,FL,-3159.697700805108
F09Q20631062,1,5.375,0.0,742,N,167000,70,27,5.375,LA,-1213.9823365026753
F09Q30115974,0,5.375,0.0,786,N,190000,80,31,5.375,MA,-1847.998903022574
F09Q40446442,0,5.125,0.0,774,N,190000,71,39,5.125,NY,-9311.756927608463
F09Q30321474,0,5.25,0.0,745,N,191000,80,53,5.25,NH,-1044.8147361194176
F09Q30056260,0,4.875,0.0,743,N,262000,84,43,4.875,CA,-2511.41044730349
F09Q30344857,0,4.625,0.0,771,N,155000,72,999,4.625,GA,-2847.196168061239
F09Q20483841,0,4.75,0.0,719,N,155000,95,40,4.75,CT,-3408.355624598612
F09Q40185791,0,5.375,0.0,708,Y,105000,80,55,5.375,TX,-1118.924196738088
F09Q20590341,0,4.875,0.0,802,Y,200000,72,50,4.875,CA,-6353.230552575448
F09Q40071066,0,5.5,0.0,706,N,101000,86,999,5.5,AR,-6277.336093183819
F09Q20669289,0,4.375,0.0,754,N,281000,31,8,4.375,PA,-5457.365229305421
F09Q30338948,0,6.625,0.0,677,N,109000,75,18,6.625,ID,-2693.5713376438816
F09Q40132095,0,5.25,0.0,781,Y,300000,90,41,5.25,CO,-8166.857984047895
F09Q20472122,0,4.25,0.0,800,N,333000,48,55,4.25,MD,-3327.507824737145
F09Q30254347,0,4.5,0.0,804,N,100000,72,999,4.5,MT,-5546.581451938751
F09Q40148771,42,5.375,-96856.55,749,N,124000,80,49,5.375,IL,-104707.98542051094
F09Q40216401,0,4.375,0.0,799,Y,162000,77,45,4.375,OH,-8850.265009855106
F09Q30315827,0,4.875,0.0,775,N,174000,80,30,4.875,WA,-9076.000512198476
F09Q40044823,0,4.75,0.0,687,N,81000,64,35,4.75,LA,-9772.993436532211
F09Q40148259,0,5.25,0.0,770,N,44000,70,50,5.25,OH,-8147.39312578798
F09Q20524263,0,6.0,0.0,795,N,57000,70,48,6.0,IN,-6918.784520493397
F09Q20032684,0,4.75,0.0,766,N,125000,32,25,4.75,ME,-3286.633481171064
F09Q30405467,0,5.25,0.0,766,N,165000,80,37,5.25,AZ,-3132.0216317354884
F09Q20256785,0,4.875,0.0,749,N,228000,75,44,4.875,CT,-1724.590750028933
F09Q30338883,0,4.625,0.0,780,N,51000,38,22,4.625,IN,-5659.33759995122
F09Q40224074,19,4.875,-87524.71,787,N,287000,88,39,4.875,WI,-89322.1288605716
F09Q10568072,0,5.375,0.0,709,Y,120000,80,48,5.375,MO,-7956.7312999863
F09Q30195798,0,5.25,0.0,770,Y,152000,80,29,5.25,NY,-2518.510362557164
F09Q20015841,0,4.375,0.0,758,N,230000,44,39,4.375,KY,-9663.33125826982
F09Q30304661,0,4.375,0.0,779,N,59000,46,999,4.375,IL,-1210.6081663968766
F09Q30082129,0,4.75,0.0,813,N,135000,50,18,4.75,OR,-3533.419957752308
F09Q20295983,0,4.5,0.0,804,N,130000,29,19,4.5,MN,-5160.216024297863
F09Q20230836,0,4.25,0.0,786,N,205000,94,37,4.25,AK,-3911.44754245462
F09Q40301015,0,4.875,0.0,766,N,130000,90,34,4.875,AR,-2919.0653238896143
F09Q40440335,0,4.875,0.0,792,N,120000,75,18,4.875,CO,-8809.612467592598
F09Q20499844,0,4.99,0.0,751,N,171000,93,48,4.99,WI,-1299.6606133075816
F09Q10304033,0,5.125,0.0,681,N,132000,44,37,5.125,MN,-1272.6693502145474
F09Q40215042,0,6.0,0.0,700,N,50000,80,30,6.0,SC,-4972.84910279907
F09Q20534681,0,5.25,0.0,793,N,50000,12,12,5.25,CA,-5713.010080983531
F09Q20578502,0,4.75,0.0,726,N,178000,70,30,4.75,WA,-5169.174306825258
F09Q40284255,0,4.99,0.0,771,N,234000,90,27,4.99,MI,-9704.296362331952
F09Q40418894,0,5.25,0.0,738,Y,159000,90,34,5.25,CA,-2218.6558544246595
F09Q30163246,0,5.5,0.0,724,Y,168000,90,37,5.5,FL,-8181.952945843083
F09Q20290401,0,4.875,0.0,796,N,223000,64,18,4.875,IL,-8012.931810696135
F09Q20303666,0,5.25,0.0,716,N,82000,84,45,5.25,WV,-1119.2929093528946
F09Q20398941,0,4.875,0.0,768,Y,56000,75,18,4.875,FL,-3105.139385209818
F09Q20208889,0,4.75,0.0,730,N,202000,78,44,4.75,GA,-8366.21239533171
F09Q20543217,0,5.0,0.0,652,N,169000,107,999,5.0,IL,-1608.2413302685666
F09Q20469986,0,5.0,0.0,764,N,94000,80,53,5.0,NY,-8095.914733226693
F09Q40064300,0,6.125,0.0,779,N,92000,75,34,6.125,AR,-5355.456629503282
F09Q30273112,0,4.75,0.0,786,N,80000,94,28,4.75,OH,-9695.34629222278
F09Q20276139,0,5.0,0.0,756,N,150000,75,61,5.0,WA,-1345.2246556844702
F09Q40217493,0,4.75,0.0,763,N,368000,95,999,4.75,NY,-2632.826734719559
F09Q30167506,0,4.875,0.0,817,N,108000,100,999,4.875,FL,-9473.390128839052
F09Q20063550,0,5.25,0.0,757,N,146000,70,29,5.25,WA,-5836.495265521961
F09Q40339099,0,5.375,0.0,811,N,188000,94,999,5.375,CA,-7892.614263667619
F09Q20469930,0,5.25,0.0,733,N,217000,65,21,5.25,MD,-5387.868457842581
F09Q30099132,0,4.875,0.0,707,N,84000,36,44,4.875,IL,-7133.431634002481
F09Q20113339,0,4.875,0.0,801,N,217000,75,57,4.875,NC,-5997.544047077103
F09Q30346664,0,4.75,0.0,739,N,159000,68,26,4.75,PA,-2679.511284131756
F09Q30176628,0,4.875,0.0,788,N,164000,52,19,4.875,CA,-6465.805214091201
F09Q20140034,0,4.625,0.0,767,N,182000,79,48,4.625,PA,-2301.2572837539087
F09Q20118752,0,4.875,0.0,800,N,417000,69,45,4.875,NJ,-8163.61945446976
F09Q30069205,0,6.625,0.0,702,N,33000,80,43,6.625,FL,-9297.008514253224
F09Q20609419,0,4.625,0.0,817,N,275000,30,13,4.625,NY,-4318.863141262299
F09Q40324719,0,4.875,0.0,649,N,150000,70,28,4.875,NJ,-6933.51569368703
F09Q30440614,0,5.0,0.0,770,Y,139000,80,36,5.0,NC,-9840.170008413865
F09Q20517190,0,4.5,0.0,766,N,60000,17,13,4.5,WI,-6004.312030885065
F09Q20186201,0,4.75,0.0,816,N,134000,68,26,4.75,ME,-9300.351631689337
F09Q30276697,0,5.375,0.0,789,N,77000,74,16,5.375,IN,-3265.5457962896394
F09Q30432909,0,5.125,0.0,800,N,122000,46,39,5.125,GA,-2664.583819465802
F09Q20029756,0,4.5,0.0,777,N,212000,54,53,4.5,ME,-2227.901657042588
F09Q40181991,0,4.875,0.0,785,N,180000,76,34,4.875,CA,-5086.378366416423
F09Q30078682,0,5.625,0.0,661,N,216000,121,999,5.625,MN,-3394.153602626562
F09Q20182795,0,4.375,0.0,793,N,206000,73,34,4.375,ME,-3389.92657410658
F09Q20579105,0,4.375,0.0,684,N,730000,41,35,4.375,CA,-5183.494516862445
F09Q40223755,0,4.875,0.0,751,N,279000,60,38,4.875,CT,-1179.3767989333653
F09Q30221405,0,5.375,0.0,698,N,110000,62,27,5.375,MN,-1216.8420582084725
F09Q20285898,0,5.625,0.0,786,N,370000,67,21,5.625,VA,-1008.1753885164396
F09Q40366937,0,4.75,0.0,668,N,183000,67,999,4.75,WI,-6276.654112258348
F09Q20519004,0,4.75,0.0,798,N,86000,35,11,4.75,DE,-2352.4714295318427
F09Q30313940,0,4.875,0.0,770,N,188000,80,11,4.875,WV,-2867.828397040068
F09Q30072350,0,4.25,0.0,796,N,292000,76,24,4.25,VA,-7833.234775521988
F09Q40390483,0,4.375,0.0,796,N,41000,76,16,4.375,OH,-8557.90969876643
F09Q30036334,0,4.375,0.0,697,N,417000,54,22,4.375,CT,-2299.6256031032653
F09Q40333591,5,4.875,0.0,772,N,170000,67,42,4.875,CT,-1858.637406634995
F09Q20073082,0,4.5,0.0,766,N,374000,36,52,4.5,CA,-1886.2394488882924
F09Q20431367,0,4.5,0.0,711,N,149000,90,38,4.5,NY,-8262.849056672329
F09Q40249876,0,4.875,0.0,767,N,48000,95,40,4.875,SC,-4015.635684700405
F09Q30264587,0,5.375,0.0,707,N,221000,88,37,5.375,IL,-2820.070980119828
F09Q20127204,0,5.625,0.0,683,N,417000,70,51,5.625,NV,-8543.15211529684
F09Q40218905,0,5.125,0.0,797,N,173000,80,15,5.125,TX,-1332.0007403859263
F09Q20211906,0,5.125,0.0,727,N,154000,90,34,5.125,OH,-6983.193067379104
F09Q20489112,0,4.625,0.0,809,N,121000,17,44,4.625,CA,-8187.063539428109
F09Q20489240,0,4.5,0.0,798,N,188000,57,33,4.5,IL,-2494.928673875665
F09Q20611604,0,4.75,0.0,719,N,80000,71,49,4.75,IL,-4964.9040487617885
F09Q20419274,0,4.75,0.0,711,N,98000,70,21,4.75,SC,-2707.289670480022
F09Q40410687,0,4.75,0.0,745,N,175000,90,32,4.75,CO,-4909.937819945594
F09Q20239969,0,4.875,0.0,805,N,132000,80,17,4.875,IL,-4282.291878968472
F09Q30042777,0,5.5,0.0,636,N,242000,70,30,5.5,CA,-9471.753459866644
F09Q40044559,0,5.125,0.0,799,N,38000,59,25,5.125,KY,-2334.3764616434432
F09Q20490632,0,4.875,0.0,693,N,90000,30,51,4.875,NH,-9564.748675878733
F09Q20720517,0,5.0,0.0,674,N,242000,69,25,5.0,KS,-5331.914786613012
F09Q30115931,0,4.75,0.0,747,N,210000,67,33,4.75,TX,-7365.074281252859
F09Q40250399,0,5.125,0.0,784,N,131000,83,999,5.125,WI,-7221.799599650114
F09Q10467639,5,4.0,0.0,781,N,290000,73,44,5.0,RI,-5658.445460774566
F09Q20279879,0,5.5,0.0,738,N,61000,90,30,5.5,MN,-4477.888274629593
F09Q20449295,0,4.75,0.0,773,N,203000,71,22,4.75,NC,-9165.254347477354
F09Q40012107,0,5.25,0.0,769,N,223000,75,44,5.25,WA,-2700.216422563639
F09Q30085966,0,5.0,0.0,759,N,328000,83,999,5.0,MA,-2111.6847852217857
F09Q20446267,0,4.875,0.0,736,N,250000,77,33,4.875,KY,-8505.492406759278
F09Q20190617,0,4.75,0.0,790,N,169000,44,8,4.75,TN,-4424.119854464767
F09Q40070629,0,5.75,0.0,797,N,147000,85,999,5.75,NC,-8221.123386285542
F09Q20232828,0,4.875,0.0,787,N,183000,66,32,4.875,KS,-4820.099337963352
F09Q20216146,0,4.875,0.0,808,N,147000,69,18,4.875,WI,-3232.3873095383383
F09Q20528299,0,4.5,0.0,770,N,168000,68,47,4.5,PA,-9083.13891751961
F09Q40067107,0,5.0,0.0,648,N,124000,64,43,5.0,CO,-4160.007145332968
F09Q40328934,0,5.125,0.0,783,N,316000,77,38,5.125,CA,-2476.849650369345
F09Q20459246,0,4.75,0.0,732,N,257000,39,24,4.75,IL,-9942.65950034248
F09Q20363420,0,4.5,0.0,770,N,203000,67,54,4.5,AL,-7439.26308161583
F09Q30043187,0,5.375,0.0,700,N,167000,92,41,5.375,KS,-2474.5156441531326
F09Q20573262,0,4.875,0.0,816,N,113000,75,27,4.875,WI,-5676.678629465645
F09Q30407842,0,5.25,0.0,722,N,121000,88,999,5.25,IL,-1332.4326695703023
F09Q20532270,0,4.875,0.0,699,N,386000,41,9,4.875,MD,-2850.6887650579106
F09Q20715748,21,4.875,-81697.47,755,N,120000,80,44,4.875,IL,-86084.5024316379
F09Q20018022,0,5.125,0.0,767,N,309000,94,45,5.125,MA,-4546.635806675224
F09Q20421059,0,4.875,0.0,715,N,171000,72,30,4.875,OH,-3105.2260696781805
F09Q20020192,0,4.875,0.0,785,N,120000,80,20,4.875,CO,-6432.007629781379
F09Q20013945,0,4.375,0.0,789,N,280000,68,29,4.375,MA,-6109.009844666832
F09Q20570641,13,4.875,-22901.56,656,N,125000,101,999,4.875,IL,-24727.19852405267
F09Q30125791,0,4.625,0.0,787,N,318000,51,24,4.625,NY,-5288.989942988871
F09Q20502686,0,5.25,0.0,722,N,156000,80,30,5.25,NC,-2880.097223949204
F09Q40063981,0,5.125,0.0,771,Y,108000,90,31,5.125,TN,-6397.407202800232
F09Q30083388,0,6.0,0.0,628,N,398000,106,999,6.0,NY,-4311.798352423823
F09Q30326370,0,4.98,0.0,797,Y,103000,95,37,4.98,WI,-1101.4920941226446
F09Q20574223,0,4.75,0.0,802,N,113000,44,25,4.75,AZ,-4237.472645199354
F09Q20626933,0,4.75,0.0,763,N,154000,66,38,4.75,TX,-8227.569133777139
F09Q40243177,0,4.875,0.0,771,N,185000,68,24,4.875,WA,-1350.337660528015
F09Q30034432,0,4.875,0.0,782,N,119000,80,18,4.875,MO,-8705.375743284072
F09Q20333011,0,4.875,0.0,790,N,196000,66,37,4.875,IL,-8164.679986135499
F09Q30060668,0,5.25,0.0,742,N,135000,90,27,5.25,MD,-8535.605215946009
F09Q40267113,0,5.25,0.0,784,N,128000,38,24,5.25,WA,-1136.1245252529918
F09Q20297586,0,4.875,0.0,628,N,374000,95,999,4.875,WI,-5002.302717700803
F09Q30421466,0,5.625,0.0,744,N,320000,80,40,5.625,TX,-9047.369594878784
F09Q30312846,0,5.0,0.0,794,N,348000,72,34,5.0,HI,-5154.208872846022
F09Q20227178,0,4.875,0.0,786,N,60000,38,41,4.875,WA,-8756.09815053368
F09Q40440579,0,4.875,0.0,730,N,170000,41,31,4.875,IL,-1952.817669312435
F09Q30178316,0,5.5,0.0,763,N,127000,69,36,5.5,IL,-8916.554493622334
F09Q20458311,0,4.875,0.0,756,N,120000,26,53,4.875,CA,-4312.124429935796
F09Q40027289,0,5.125,0.0,781,N,104000,73,21,5.125,MI,-2071.841223006369
F09Q30129213,0,6.0,0.0,808,N,115000,75,20,6.0,TN,-2762.941804366896
F09Q40184896,0,5.125,0.0,802,N,72000,72,46,5.125,OH,-4402.126569002694
F09Q30024209,0,4.5,0.0,811,N,104000,51,52,4.5,TN,-7366.782150805642
F09Q30325532,0,4.75,0.0,770,N,110000,61,29,4.75,OK,-1289.457843951462
F09Q30303095,0,5.25,0.0,764,N,106000,80,15,5.25,IN,-2453.474893120134
F09Q40101761,0,5.25,0.0,765,N,150000,66,16,5.25,TN,-1076.808425534707
F09Q20246407,0,4.75,0.0,750,N,417000,79,33,4.75,CO,-9238.524124946844
F09Q40441868,0,5.25,0.0,767,N,155000,59,48,5.25,NJ,-3103.0584038229567
F09Q20618583,0,4.69,0.0,783,N,171000,49,45,4.69,NY,-9011.123690617029
F09Q30066545,0,5.0,0.0,729,N,135000,90,999,5.0,FL,-5638.813778629035
F09Q40152239,0,4.625,0.0,801,N,108000,31,22,4.625,MO,-2380.2325734891524
F09Q10094259,0,5.25,0.0,705,N,320000,80,40,5.25,NJ,-7465.685371669777
F09Q20305770,0,4.875,0.0,767,N,287000,72,32,4.875,IL,-8488.39692464022
F09Q30230172,0,5.25,0.0,727,N,65000,80,47,5.25,TX,-9926.767275833075
F09Q40311032,0,5.125,0.0,813,N,91000,63,999,5.125,OH,-4783.741640329481
F09Q40194528,0,5.375,0.0,699,N,276000,80,53,5.375,CA,-1195.832362719563
F09Q30025506,0,4.875,0.0,803,N,70000,66,29,4.875,IL,-8005.921612484321
F09Q30108484,0,5.25,0.0,799,Y,104000,80,32,5.25,TN,-5430.4660038579805
F09Q20180751,0,4.75,0.0,647,N,51000,43,17,4.75,KS,-8812.704197750852
F09Q20668958,0,4.75,0.0,769,N,78000,76,24,4.75,GA,-4011.243757470554
F09Q20506060,0,4.5,0.0,794,N,211000,78,28,4.5,TX,-5833.755505997988
F09Q20137693,0,4.625,0.0,785,N,319000,80,50,4.625,HI,-1694.8976037755783
F09Q40377390,0,5.25,0.0,758,N,133000,52,34,5.25,TX,-4726.947981643902
F09Q20060826,0,4.5,0.0,795,N,315000,70,32,4.5,WI,-2221.8337826212355
F09Q40047475,0,5.625,0.0,736,N,340000,111,999,5.625,IL,-3107.246750196836
F09Q30267269,0,4.875,0.0,746,N,220000,41,31,4.875,NJ,-2945.4360705942845
F09Q20502664,0,5.25,0.0,730,N,138000,45,46,5.25,VA,-1179.042105976465
F09Q40088900,0,4.875,0.0,770,N,53000,58,35,4.875,NC,-1943.4409803157876
F09Q20186864,0,4.75,0.0,749,N,250000,50,43,4.75,CT,-6295.821674893802
F09Q20691573,0,4.25,0.0,780,N,155000,56,23,4.25,WA,-4471.871905616999
F09Q20415280,0,4.75,0.0,750,N,326000,78,27,4.75,TX,-9785.84675544701
F09Q30185283,0,5.25,0.0,732,N,162000,44,36,5.25,WA,-8480.818407052097
F09Q40168334,0,5.25,0.0,805,N,55000,31,25,5.25,KS,-5917.540032181208
F09Q30181507,0,5.375,0.0,790,N,76000,76,30,5.375,AL,-5686.030642701433
F09Q30152294,0,5.0,0.0,789,N,259000,100,999,5.0,MI,-1948.710310727641
F09Q30173882,0,5.0,0.0,809,N,220000,54,13,5.0,MD,-8448.008356907118
F09Q30244497,0,4.75,0.0,708,N,84000,66,33,4.75,PA,-8640.355806341282
F09Q10048706,40,6.25,-253270.11,663,Y,417000,80,43,6.25,FL,-259825.6493177215
F09Q40360208,0,4.75,0.0,760,N,164000,74,23,4.75,CT,-1204.4689825807818
F09Q20216559,0,5.25,0.0,759,N,149000,97,999,5.25,IN,-7317.722130283212
F09Q20582117,0,4.75,0.0,784,N,316000,73,26,4.75,NC,-3318.111150216276
F09Q30227207,0,4.75,0.0,749,N,79000,45,24,4.75,WA,-5798.095804481054
F09Q30023731,0,5.25,0.0,801,N,176000,80,20,5.25,KY,-4358.575409495076
F09Q40327453,0,5.125,0.0,691,N,228000,112,999,5.125,CA,-8588.374797859275
F09Q40403928,0,5.375,0.0,683,N,165000,75,46,5.375,WA,-3740.942722702428
F09Q30175611,0,5.125,0.0,758,N,139000,40,46,5.125,WA,-6877.233246613154
F09Q40344125,0,5.25,0.0,797,N,246000,90,999,5.25,MO,-7043.041351366089
F09Q20095040,0,4.875,0.0,799,N,128000,88,22,4.875,MN,-7458.67511007045
F09Q20658481,0,5.125,0.0,717,N,361000,93,999,5.125,NJ,-4338.160786392353
F09Q40287810,0,4.875,0.0,790,N,75000,51,19,4.875,IN,-9925.51720269257
F09Q30178731,2,4.875,0.0,689,N,233000,67,21,4.875,FL,-2174.340243081909
F09Q20609743,0,4.25,0.0,766,N,185000,74,38,4.25,MO,-9844.176024272594
F09Q30328165,0,5.625,0.0,792,N,83000,48,999,5.625,AZ,-2707.290683225741
F09Q30353590,0,5.0,0.0,686,N,386000,79,45,5.75,WA,-6676.52016383551
F09Q30036294,0,4.5,0.0,739,N,730000,56,26,4.5,NY,-5090.446507131497
F09Q20532048,0,4.25,0.0,779,N,221000,65,21,4.25,WA,-2982.4064143491314
F09Q20462547,0,4.5,0.0,798,N,207000,79,16,4.5,MO,-7594.733211944162
F09Q30040866,0,4.75,0.0,768,N,387000,67,55,4.75,MN,-4407.158305115855
F09Q30315606,0,5.25,0.0,787,N,182000,80,32,5.25,GA,-8625.442135560887
F09Q20489369,0,4.75,0.0,774,Y,621000,80,21,4.75,NY,-1139.863015460907
F09Q20488929,0,4.625,0.0,779,N,55000,80,25,4.625,NC,-5960.928229277331
F09Q40104629,0,4.875,0.0,733,N,141000,75,15,4.875,OH,-1573.076902858489
F09Q30408102,0,5.375,0.0,790,N,68000,79,31,5.375,MI,-7329.033100420068
F09Q30145927,0,5.125,0.0,810,N,149000,64,48,5.125,SC,-9694.68299933376
F09Q40343831,0,5.25,0.0,766,N,238000,96,999,5.25,IL,-4322.5892856895
F09Q20016922,0,4.75,0.0,787,N,73000,39,15,4.75,IL,-4504.828309020996
F09Q40180327,0,5.0,0.0,769,Y,87000,90,19,5.0,TX,-5039.934578681111
F09Q20391895,0,4.625,0.0,808,N,185000,34,25,4.625,NC,-6266.874340284065
F09Q30008761,0,4.9,0.0,726,N,247000,47,50,4.9,MA,-1247.223737127625
F09Q40102029,0,4.375,0.0,678,N,60000,64,43,4.375,PR,-8972.557418886814
F09Q30364876,0,5.5,0.0,747,N,193000,93,999,5.5,PA,-9801.333769277471
F09Q30059147,0,5.25,0.0,721,N,165000,75,50,5.25,UT,-7184.622150140599
F09Q20670718,0,4.25,0.0,767,N,95000,62,29,4.25,PA,-9206.73965519798
F09Q30185505,0,5.375,0.0,732,N,171000,90,41,5.375,AZ,-1662.3921474305632
F09Q40196867,1,5.5,0.0,675,N,173000,101,999,5.5,MD,-4845.830600521744
F09Q40112640,0,5.0,0.0,756,N,242000,80,41,5.0,FL,-9774.29181144341
F09Q40251688,0,4.75,0.0,814,N,152000,60,22,4.75,OR,-2559.353898184519
F09Q40288384,0,5.25,0.0,782,N,124000,66,20,5.25,TN,-8100.945994004803
F09Q40342580,0,5.25,0.0,802,Y,150000,89,41,5.25,IL,-6066.412533991892
F09Q20292951,0,4.875,0.0,798,N,108000,89,29,4.875,NE,-6353.590737110483
F09Q30381309,0,4.25,0.0,785,N,133000,85,36,4.25,OK,-9809.949939827246
F09Q30161167,0,4.875,0.0,789,N,55000,55,12,4.875,TX,-2258.2086068074445
F09Q20148072,0,4.625,0.0,792,N,300000,69,29,4.625,NC,-8847.86419406953
F09Q20493512,0,4.875,0.0,731,N,128000,44,13,4.875,VA,-5071.857612522009
F09Q40215748,0,5.75,0.0,738,N,205000,109,999,5.75,CA,-4938.245637377785
F09Q20283810,0,4.875,0.0,807,N,62000,34,16,4.875,MI,-1600.762797128227
F09Q40445308,0,4.99,0.0,746,N,132000,80,44,4.99,PA,-3706.769294548592
F09Q30269156,0,5.125,0.0,813,N,45000,27,26,5.125,NY,-4963.727460390887
F09Q30405454,0,5.375,0.0,759,N,212000,94,999,5.375,VA,-2611.83911744141
F09Q30406144,0,5.125,0.0,793,N,200000,50,28,5.125,TX,-6955.007714238967
F09Q20486430,0,4.375,0.0,756,N,65000,40,14,4.375,NY,-8936.27478058792
F09Q20424124,0,4.5,0.0,761,N,84000,48,19,4.5,WI,-3156.260509351963
F09Q30410273,0,5.375,0.0,631,N,355000,62,38,5.375,NY,-3262.9397028702047
F09Q40177369,0,5.0,0.0,787,N,233000,27,999,5.0,CA,-4324.27918587879
F09Q20059611,0,4.5,0.0,796,N,147000,49,36,4.5,OR,-7160.286294412449
F09Q20230874,0,4.375,0.0,723,N,346000,68,37,4.375,HI,-9169.607712363051
F09Q30364039,0,4.75,0.0,781,N,76000,56,22,4.75,KY,-4442.89443849702
F09Q20615851,0,4.25,0.0,782,N,164000,80,35,4.25,AL,-3247.331022805799
F09Q20718233,0,4.5,0.0,753,N,192000,50,29,4.5,NY,-2537.2291143162147
F09Q40284108,0,5.0,0.0,785,N,107000,57,44,5.0,MI,-1128.6494900001733
F09Q20351048,0,5.0,0.0,769,N,321000,80,33,5.0,NC,-7486.537506437431
F09Q20257641,0,5.125,0.0,806,N,240000,80,29,5.125,OH,-7041.419140854959
F09Q40378730,0,4.5,0.0,655,N,64000,57,18,4.5,KY,-6336.699647919016
F09Q20366239,0,4.75,0.0,765,N,417000,80,48,4.75,CA,-6651.40392863745
F09Q40248068,0,4.75,0.0,730,N,184000,94,15,4.75,WA,-4977.266062631959
F09Q30394041,0,4.875,0.0,708,N,80000,66,33,4.875,NE,-4599.220949335826
F09Q30292950,0,4.875,0.0,756,N,141000,48,31,4.875,ID,-6751.711283005521
F09Q30329222,0,6.125,0.0,717,N,47000,43,999,6.125,OR,-1185.3480951414865
F09Q20305168,0,4.875,0.0,773,N,169000,86,33,4.875,WI,-1323.0619751853665
F09Q40339197,0,5.25,0.0,787,N,279000,50,999,5.25,NY,-6546.760597891201
F09Q20558312,0,4.875,0.0,732,N,251000,62,18,4.875,OR,-3941.974091386372
F09Q20225353,RA,4.99,-53681.45,682,N,137000,92,999,4.99,WI,-51814.298503316415
F09Q20666671,0,5.5,0.0,652,N,106000,54,19,5.5,FL,-4374.144693119368
F09Q10445338,RA,5.75,-80008.82,710,Y,94000,80,49,5.75,AL,-79112.1317215894
F09Q30258178,0,4.875,0.0,794,N,54000,78,18,4.875,NE,-3851.8755905371418
F09Q40317854,0,5.25,0.0,797,N,97000,66,999,5.25,NC,-8167.271738559941
F09Q30444961,0,4.75,0.0,794,Y,70000,24,21,4.75,NC,-6863.241354922897
F09Q40370529,0,4.75,0.0,802,N,100000,49,999,4.75,CA,-1835.6342946384293
F09Q20277774,0,5.25,0.0,700,N,132000,50,23,5.25,CA,-1173.2887564272714
F09Q30340578,0,6.0,0.0,764,N,144000,120,999,6.0,MN,-1667.2953109469652
F09Q30162799,0,5.375,0.0,791,Y,101000,80,30,5.375,FL,-4000.141316098295
F09Q20010164,0,4.75,0.0,802,N,378000,63,22,4.75,MA,-6256.581212167111
F09Q40288468,0,5.375,0.0,739,N,53000,75,42,5.375,CA,-2104.552918059288
F09Q40328105,0,5.0,0.0,727,N,294000,51,35,5.0,MD,-5278.55566787868
F09Q20577555,0,4.25,0.0,766,N,140000,56,20,4.25,NC,-2849.0134203449834
F09Q20636808,RA,5.25,-257108.05,731,N,393000,96,999,5.25,AZ,-270473.7144780532
F09Q20179463,0,4.75,0.0,780,N,159000,72,999,4.75,CA,-4783.1741585860345
F09Q20141131,0,4.75,0.0,802,N,204000,79,42,4.75,CO,-1416.010911708754
F09Q40378148,0,5.375,0.0,713,N,171000,80,45,5.375,CO,-4627.973812627478
F09Q30085538,0,4.875,0.0,800,N,111000,59,999,4.875,ND,-6159.913948431658
F09Q30129366,0,4.75,0.0,801,N,131000,52,25,4.75,IL,-2205.620440806544
F09Q40050879,0,4.875,0.0,793,N,208000,80,22,4.875,FL,-4312.840542443393
F09Q20158967,0,4.625,0.0,786,N,98000,48,38,4.625,KS,-2564.7307109507424
F09Q30315999,0,4.44,0.0,792,N,183000,68,999,4.44,IL,-4084.649233933951
F09Q20215309,5,4.625,0.0,616,N,68000,115,999,4.875,IN,-5912.290693459161
F09Q40441539,0,4.875,0.0,709,N,82000,51,20,4.875,KY,-3170.1373563676443
F09Q40322115,0,4.875,0.0,776,N,193000,74,22,4.875,VA,-8902.684208217224
F09Q20468760,0,4.875,0.0,724,N,198000,104,999,4.875,OH,-9395.865566154493
F09Q30101982,0,4.875,0.0,806,Y,153000,80,22,4.875,AZ,-7616.690597324061
F09Q20658653,0,6.375,0.0,697,N,128000,74,33,6.375,FL,-9005.201271598955
F09Q20553309,0,5.125,0.0,607,N,214000,91,999,5.125,VA,-1264.4483033271297
F09Q30066142,0,4.75,0.0,743,N,110000,56,39,4.75,NC,-2383.479077743032
F09Q20706014,0,5.0,0.0,804,Y,47000,79,11,5.0,NY,-5595.524656701131
F09Q30124844,0,4.5,0.0,706,N,142000,53,35,4.5,PA,-4774.37172414437
F09Q20388561,0,4.75,0.0,688,N,225000,52,18,4.75,OH,-3206.931261712808
F09Q20101612,0,4.25,0.0,784,N,205000,44,30,4.25,ID,-9005.558127372515
F09Q20521705,0,4.75,0.0,813,N,150000,22,14,4.75,WA,-3844.382955497296
F09Q40236460,0,4.25,0.0,814,N,250000,79,25,4.25,KY,-1014.5721207151672
F09Q30324573,0,5.5,0.0,784,N,90000,72,28,5.5,MO,-2377.2153273279646
F09Q30220648,0,4.75,0.0,754,N,165000,67,37,4.75,NV,-2066.525967472848
F09Q30402194,0,4.99,0.0,755,Y,117000,80,50,4.99,TX,-3374.1179230283165
F09Q40067448,0,5.625,0.0,812,N,25000,28,10,5.625,IN,-9102.36391159571
F09Q40266470,0,5.875,0.0,629,N,298000,95,999,5.875,IL,-1544.4514650381543
F09Q30179416,0,5.375,0.0,725,N,130000,74,44,5.375,KY,-2226.458791749986
